Customer ID	cluster_label
0875-CABNR	0
2458-EOMRE	1
2959-MJHIC	0
1125-SNVCK	1
3137-NYQQI	1
2233-TXSIU	0
8191-XWSZG	1
2250-IVBWA	2
8874-EJNSR	1
5366-OBVMR	1
8873-TMKGR	1
9052-DHNKM	1
7547-EKNFS	0
3982-XWFZQ	0
1492-KGETH	2
1465-WCZVT	1
7446-KQISO	2
4592-IWTJI	0
7538-GWHML	0
6152-ONASV	2
5857-XRECV	1
7225-IILWY	1
9618-LFJRU	1
6728-WYQBC	1
0369-ZGOVK	1
6172-FECYY	2
7714-YXSMB	0
5020-ZSTTY	0
2514-GINMM	0
7129-ACFOG	0
8999-EXMNO	1
6120-RJKLU	2
7048-GXDAY	2
1567-DSCIC	0
6729-GDNGC	1
4431-EDMIQ	1
6023-GSSXW	2
8917-SZTTJ	1
5027-YOCXN	2
3896-ZVNET	1
3545-CNWRG	2
2080-GKCWQ	0
4767-HZZHQ	1
8571-ZCMCX	1
6229-LSCKB	1
3143-JQEGI	0
9646-NMHXE	1
2034-CGRHZ	0
2189-UXTKY	0
4381-MHQDC	1
9103-TCIHJ	0
6635-CPNUN	2
5198-EFNBM	2
6100-FJZDG	1
7041-TXQJH	1
0727-IWKVK	0
6876-ADESB	0
7105-MXJLL	1
4495-LHSSK	0
6137-NICCO	0
0581-MDMPW	1
7677-SJJJK	1
9722-UJOJR	0
2669-QVCRG	1
0794-YVSGE	1
5226-NOZFC	0
4567-AKPIA	2
7963-GQRMY	0
7658-UYUQS	1
0742-LAFQK	2
7472-EQOAV	2
4913-EHYUI	2
6712-OAWRH	0
9305-CDSKC	0
6128-DAFVY	1
6986-IXNDM	1
5804-LEPIM	0
6240-EURKS	0
1215-FIGMP	2
5537-UXXVS	1
7776-QWNFX	0
5778-BVOFB	1
5214-NLTIT	2
4797-AXPXK	0
3387-PLKUI	1
9600-UDOPK	0
2873-ZLIWT	0
6698-OXETB	1
9603-OAIHC	0
6296-DDOOR	0
1875-QIVME	0
4412-YLTKF	0
7206-PQBBZ	1
3148-AOIQT	1
8421-WZOOW	2
1236-WFCDV	0
8885-QSQBX	1
7511-YMXVQ	0
8466-PZBLH	2
2346-DJQTB	1
6161-ERDGD	2
8062-YBDOE	0
6479-SZPLM	1
0048-LUMLS	2
0187-WZNAB	1
0257-KXZGU	2
6823-SIDFQ	1
4719-UMSIY	1
1559-DTODC	1
4584-LBNMK	1
3340-QBBFM	1
9714-EDSUC	1
3680-CTHUH	2
4541-RMRLG	1
4628-WQCQQ	0
6410-LEFEN	0
1325-USMEC	2
4391-RESHN	0
0376-OIWME	2
9867-XOBQA	1
8450-UYIBU	1
3507-GASNP	1
7480-QNVZJ	2
2868-MZAGQ	0
6904-JLBGY	2
0602-DDUML	2
4280-DLSHD	1
6734-GMPVK	0
2320-SLKMB	1
3778-FOAQW	1
9339-FIIJL	2
2868-LLSKM	2
5161-XEUVX	2
5898-IGSLP	0
2969-VAPYH	2
6175-IRFIT	1
3244-CQPHU	2
9274-CNFMO	0
2017-CCBLH	1
1730-VFMWO	1
0115-TFERT	0
6439-PKTRR	2
6257-DTAYD	2
7284-ZZLOH	1
9773-PEQBZ	1
2697-NQBPF	2
1641-BYBTK	1
5196-SGOAK	0
6837-HAEVO	2
7321-KKSDU	1
2320-JRSDE	1
1689-MRZQR	0
8735-IJJEG	1
5186-EJEGL	0
0916-QOFDP	1
2038-LLMLM	2
5577-OTWWW	0
6198-ZFIOJ	1
0644-OQMDK	1
9330-IJWIO	0
3365-SAIGS	1
5624-RYAMH	1
0979-PHULV	2
3167-SNQPL	2
4821-WQOYN	1
6732-FZUGP	2
4501-EQDRN	0
4328-VUFWD	1
9137-NOQKA	1
1016-DJTSV	1
1571-SAVHK	0
4349-GFQHK	0
3345-JHUEO	1
9964-WBQDJ	1
4897-QSUYC	0
7563-BIUPC	0
8060-HIWJJ	2
3450-WXOAT	1
3537-HPKQT	2
5993-BQHEA	1
0771-WLCLA	0
7359-SSBJK	2
6584-VQMYT	1
7787-BNTZM	1
3530-VWVGU	1
2668-TZSPS	1
2460-FPSYH	0
2434-EEVDB	2
2096-XOTMO	1
2294-SALNE	1
7054-ENNGU	1
6900-PXRMS	0
3855-ONCAR	1
3318-OSATS	0
0147-ESWWR	2
7389-KBFIT	1
3422-WJOYD	1
1751-NCDLI	2
6563-VRERX	1
1465-VINDH	0
2692-PFYTJ	1
3703-TTEPD	0
8992-OBVDG	0
4443-EMBNA	1
8205-OTCHB	0
0595-ITUDF	2
0958-YHXGP	0
9919-KNPOO	1
6215-NQCPY	0
0257-ZESQC	0
1710-RCXUS	2
2740-TVLFN	0
0238-WHBIQ	2
2761-XECQW	0
2351-RRBUE	1
2055-BFOCC	2
9530-EHPOH	0
1501-SGHBW	0
7422-WNBTY	1
4109-CYRBD	1
6344-SFJVH	1
9254-RBFON	0
8869-TORSS	0
5759-RCVCB	0
8630-FJLIB	0
9867-JCZSP	1
6087-YPWHO	2
6258-NGCNG	1
7488-MXJIV	0
0536-BGFMZ	1
9108-EJFJP	1
3327-YBAKM	2
8708-XPXHZ	0
7601-GNDYK	1
4795-KTRTH	0
9500-IWPXQ	2
7801-CEDNV	1
7198-GLXTC	0
8118-TJAFG	0
0885-HMGPY	2
9786-YWNHU	2
0248-IPDFW	1
6253-WRFHY	0
0278-YXOOG	1
2987-BJXIK	2
9526-JAWYF	0
7647-GYYKX	1
5774-QPLTF	1
9251-AWQGT	1
9537-JALFH	1
1488-PBLJN	2
0895-DQHEW	2
2589-AYCRP	1
2506-CLAKW	0
2664-XJZNO	2
6297-NOOPG	2
4282-MSACW	2
6893-ODYYE	2
7825-GKXMW	0
7169-YWAMK	2
9069-LGEUL	1
0357-NVCRI	1
4937-QPZPO	2
1320-HTRDR	0
6188-UXBBR	1
6504-VBLFL	2
0907-HQNTS	2
1744-JHKYS	1
9924-JPRMC	2
5188-HGMLP	2
3174-RKMOW	2
7551-DACSP	0
1952-DVVSW	1
9108-EQPNQ	1
0754-UKWQP	0
8548-AWOFC	2
1471-GIQKQ	1
6383-ZTSIW	2
2550-QHZGP	1
4816-JBHOV	0
7153-CHRBV	2
5204-HMGYF	2
8780-YRMTT	2
8610-WFCJF	2
0689-DSXGL	2
4872-JCVCA	1
5895-QSXOD	0
2430-USGXP	0
2636-SJDOU	2
4573-JKNAE	1
1396-QWFBJ	0
6711-VTNRE	0
3996-ZNWYK	1
7622-FWGEW	2
5448-VWNAM	0
6650-VJONK	1
4090-KPJIP	1
3793-MMFUH	0
1841-YSJGV	2
0960-HUWBM	2
9367-TCUYN	1
8189-HBVRW	2
5148-ORICT	2
6075-QMNRR	1
4223-BKEOR	1
1342-JPNKI	0
1705-GUHPV	1
8155-IBNHG	0
9702-AIUJO	2
4884-ZTHVF	1
6741-QRLUP	2
5320-BRKGK	2
1452-VOQCH	1
0564-JJHGS	0
2361-UPSND	2
6910-HADCM	0
8325-QRPZR	0
4695-WJZUE	0
3590-TCXTB	1
4195-SMMNX	1
9720-JJJOR	2
2842-BCQGE	1
6371-NZYEG	1
1550-LOAHA	0
3401-URHDA	1
1209-VFFOC	2
6996-KNSML	0
7799-DSEWS	0
9388-ZEYVT	1
7206-GZCDC	0
4560-WQAQW	2
4547-LYTDD	0
8033-ATFAS	1
5240-IJOQT	0
9492-TOKRI	0
6922-NCEDI	1
7089-IVVAZ	0
0578-SKVMF	0
6379-RXJRQ	0
0820-FNRNX	0
7379-POKDZ	0
6244-BESBM	2
9845-PEEKO	2
9945-PSVIP	1
8818-XYFCQ	0
8384-FZBJK	2
3348-CFRNX	0
8788-DOXSU	2
6008-NAIXK	1
7929-DMBCV	1
9355-NPPFS	1
2969-QWUBZ	1
6828-HMKWP	1
0969-RGKCU	1
7073-QETQY	1
8590-OHDIW	1
4737-AQCPU	2
7854-EKTJL	1
8782-LKFPK	2
5884-FBCTL	1
8000-REIQB	0
1866-NXPSP	1
8091-TTVAX	2
0475-RIJEP	0
7797-EJMDP	0
1608-GMEWB	2
3948-XHGNA	0
9972-VAFJJ	2
5149-CUZUJ	0
9805-FILKB	1
8249-THVEC	1
5351-QESIO	1
2468-SJFLM	1
2830-LEWOA	2
2386-OWURY	2
0310-VQXAM	1
4616-ULAOA	2
8084-OIVBS	1
2578-JQPHZ	2
5945-AZYHT	2
1045-LTCYT	1
3571-RFHAR	2
0963-ZBDRN	0
2262-SLNVK	0
6457-GIRWB	0
9929-PLVPA	1
9801-GDWGV	2
7925-PNRGI	2
1208-DNHLN	0
1456-TWCGB	1
8884-FEEWR	1
7233-PAHHL	2
2230-XTUWL	1
8327-WKMIE	1
5429-LWCMV	1
1569-TTNYJ	0
4526-EXKKN	1
2676-OXPPQ	0
1894-IGFSG	0
0880-TKATG	0
3750-YHRYO	1
4627-MIHJH	2
5917-RYRMG	1
9231-ZJYAM	0
9367-OIUXP	1
4939-KYYPY	1
0265-PSUAE	0
4277-PVRAN	0
8670-ERCJH	2
4959-JOSRX	0
5473-KHBPS	2
5443-SCMKX	2
4566-NECEV	0
2612-RRIDN	0
4710-NKCAW	1
4749-OJKQU	1
7695-PKLCZ	1
4295-YURET	2
5740-YHGTW	2
4707-MAXGU	1
2842-JTCCU	0
3094-JOJAI	1
8780-IHCRN	1
5614-DNZCE	2
6733-LRIZX	2
2302-OUZXB	2
5954-BDFSG	2
2667-WYLWJ	0
1925-TIBLE	0
9821-POOTN	0
6135-OZQVA	1
9947-OTFQU	0
0883-EIBTI	0
2995-UPRYS	2
2360-RDGRO	2
3640-JQGJG	1
6032-KRXXO	0
4915-BFSXL	2
4154-AQUGT	0
6266-QHOJZ	2
2120-SMPEX	1
3062-ICYZQ	2
5186-SAMNZ	0
1053-MXTTK	2
4531-AUZNK	2
5716-EZXZN	2
0485-ZBSLN	1
7766-CLTIC	1
1816-FLZDK	1
2811-POVEX	1
5707-ZMDJP	2
2498-XLDZR	1
6688-UZPWD	0
8780-RSYYU	1
5356-KZCKT	1
3669-OYSJI	0
3393-FMZPV	0
0013-EXCHZ	0
8665-UTDHZ	0
9926-PJHDQ	2
9142-KZXOP	0
3594-KADLU	1
7315-WYOAW	0
6804-GDMOI	2
7941-RCJOW	1
5014-GSOUQ	1
4765-OXPPD	0
3071-VBYPO	1
7016-BPGEU	0
5906-DVAPM	2
1545-ACTAS	2
5071-FBJFS	1
4751-ERMAN	2
5044-XDPYX	1
6773-LQTVT	1
7558-IMLMT	1
6559-RAKOZ	2
0584-BJQGZ	0
7926-IJOOU	1
7134-HBPBS	2
2265-CYWIV	0
7017-VFHAY	2
9424-CMPOG	1
9101-BWFSS	2
9957-YODKZ	1
3528-HFRIQ	2
3669-LVWZB	0
8519-IMDHU	0
5570-PTWEH	0
0323-XWWTN	1
4911-BANWH	0
9885-CSMWE	0
8944-AILEF	1
3272-VUHPV	1
3597-YASZG	2
4343-EJVQB	1
8461-EFQYM	1
9888-ZCUMM	2
8780-IXSTS	0
5047-LHVLY	0
5365-LLFYV	0
7234-KMNRQ	1
7783-YKGDV	0
6806-YDEUL	0
8496-EJAUI	0
0442-ZXKVS	2
8387-MOJJT	0
8722-NGNBH	0
4452-ROHMO	1
1442-BQPVU	1
6156-UZDLF	0
3935-TBRZZ	1
2325-WINES	0
1084-UQCHV	0
7727-SHVZV	1
2180-DXNEG	0
3106-ULWFW	0
0345-XMMUG	2
6621-NRZAK	1
5840-NVDCG	1
7356-AYNJP	1
2272-JKMSI	2
3791-LGQCY	2
0786-VSSUD	0
9374-YOLBJ	1
5451-YHYPW	2
6075-SLNIL	2
6121-TNHBO	2
2368-GAKKQ	2
4385-ZKVNW	2
5025-GOOKI	1
3027-YNWZU	1
1552-TKMXS	1
2159-TURXX	1
4072-IPYLT	1
4909-JOUPP	2
3692-JHONH	2
4815-YOSUK	2
4701-LKOZD	2
0220-EBGCE	0
8984-EYLLL	2
6497-TILVL	0
2049-BAFNW	1
5419-CONWX	0
9552-TGUZV	0
1761-AEZZR	0
5542-TBBWB	1
5018-LXQQG	0
5590-ZSKRV	1
6899-PPEEA	0
9152-AMKAK	1
3707-GNWHM	0
3247-MHJKM	1
2371-KFUOG	2
5989-AXPUC	2
6719-FGEDO	2
3070-FNFZQ	1
4070-OKWVH	2
3334-CTHOL	0
1564-HJUVY	1
3523-QRQLL	0
8646-JCOMS	2
2790-XUYMV	2
1354-YZFNB	1
8063-GBATB	0
6339-RZCBJ	2
4981-FLTMF	2
6281-FKEWS	1
1043-UXOVO	2
6621-YOBKI	1
6328-ZPBGN	0
9715-SBVSU	1
3170-GWYKC	2
7244-KXYZN	1
7529-ZDFXI	2
2748-MYRVK	2
1963-SVUCV	0
5673-TIYIB	0
1839-UMACK	1
4800-VHZKI	0
5842-POCOP	0
0626-QXNGV	1
5726-CVNYA	1
6119-SPUDB	1
5549-ZGHFB	1
4121-AGSIN	1
4686-GEFRM	2
0236-HFWSV	0
5199-FPUSP	0
2263-SFSQZ	1
2378-VTKDH	2
6890-PFRQX	1
4999-IEZLT	1
9522-ZSINC	1
9529-OFXHY	0
2027-CWDNU	1
8106-GWQOK	1
1049-FYSYG	1
8515-OCTJS	0
9348-ROUAI	2
6941-PMGEP	0
8490-BXHEO	1
5846-NEQVZ	2
7771-CFQRQ	2
4585-HETAI	0
3887-PBQAO	1
1891-FZYSA	2
6908-VVYHM	2
0479-HMSWA	2
8642-GVWRF	0
7872-BAAZR	1
2883-ILGWO	2
8969-PRHFK	1
2522-WLNSF	1
4236-XPXAV	0
1602-IJQQE	0
0222-CNVPT	1
7188-CBBBA	2
5348-CAGXB	0
9711-FJTBX	2
2002-MZHWP	0
2519-LBNQL	2
8637-XJIVR	0
5150-ITWWB	1
3934-HXCFZ	0
5135-GRQJV	2
5787-KXGIY	1
7526-IVLYU	1
9026-LHEVG	1
5167-ZFFMM	0
7776-QGYJC	2
2599-CZABP	1
6546-OPBBH	1
7531-GQHME	1
1769-GRUIK	1
2361-FJWNO	1
9576-SYUHJ	2
4476-OSWTN	2
9013-AQORL	1
5712-AHQNN	2
1820-TQVEV	0
0363-SVHYR	2
5651-CPDND	1
9053-EJUNL	2
3404-JNXAX	2
4795-WRNVT	1
9831-BPFRI	0
9769-TSBZE	2
9620-QJREV	1
8087-LGYHQ	1
2904-GGUAZ	2
4468-KAZHE	1
0704-VCUMB	1
5651-WYIPH	0
9279-CJEOJ	1
6029-WTIPC	0
9308-ANMVE	1
3806-YAZOV	1
4023-RTIQM	1
1285-OKIPP	0
8559-CIZFV	0
0383-CLDDA	2
6518-KZXCB	1
6614-FHDBO	2
4248-HCETZ	0
0396-YCHWO	2
5656-MJEFC	1
6598-KELSS	1
2061-VVFST	1
4132-KALRO	1
2273-QCKXA	1
6557-BZXLQ	0
9764-REAFF	1
3038-PQIUY	1
8963-JLGJT	1
8345-MVDYC	2
7495-OOKFY	0
9135-MGVPY	2
7096-ZNBZI	1
8838-GPHZP	1
3707-LRWZD	0
2511-MORQY	1
5293-WXJAK	0
7883-ROJOC	1
0835-JKADZ	2
4537-DKTAL	1
3354-OADJP	0
6418-HNFED	2
4702-HDRKD	2
8908-SLFCJ	1
1349-WXNGG	0
2662-NNTDK	1
3282-ZISZV	1
1241-EZFMJ	1
8510-BBWMU	1
9742-XOKTS	2
6608-QQLVK	0
7074-STDCN	1
9342-VNIMQ	1
2908-WGAXL	1
4690-PKDQG	2
2791-SFVEW	1
6614-YOLAC	2
4329-YPDDQ	0
7876-AEHIG	1
4671-VJLCL	2
9136-ALYBR	1
4077-HWUYD	2
9371-BITHB	1
6867-ACCZI	0
6365-MTGZX	0
4785-FCIFB	1
7969-FFOWG	1
9701-CDXHR	2
9122-UMROB	1
2233-FAGXV	1
2165-VOEGB	2
1656-DRSMG	2
1230-QAJDW	1
8042-JVNFH	0
9391-TTOYH	1
2453-SAFNS	2
5519-NPHVG	0
2907-ILJBN	1
4735-BJKOU	1
0743-HRVFF	2
4657-FWVFY	2
1919-RTPQD	1
3943-KDREE	0
2978-XXSOG	1
4480-MBMLB	2
4763-PGDPO	0
4138-NAXED	2
1355-KUSBG	1
1763-KUAAW	1
1977-STDKI	0
3683-QKIUE	0
4039-PIMHX	1
6994-KERXL	1
7384-GHBPI	0
0481-SUMCB	2
7952-OBOYL	1
1163-VIPRI	2
7407-SUJIZ	1
6693-DJWTY	0
5924-SNGKP	1
5016-IBERQ	1
0666-UXTJO	2
2446-ZKVAF	1
5899-MQZZL	0
1796-JANOW	1
0082-LDZUE	1
0734-OXWBT	0
5301-GAUUY	0
3097-PYWXL	1
5846-QFDFI	0
4548-SDBKE	0
8544-GOQSH	1
4661-NJEUX	1
9360-OMDZZ	0
3719-TDVQB	1
5171-EPLKN	1
0661-KQHNK	1
1254-IZEYF	0
6848-YLDFR	2
0322-CHQRU	0
6579-JPICP	1
4468-YDOVK	1
7625-XCQRH	0
9470-YFUYI	2
4808-YNLEU	1
3694-DELSO	1
1024-VRZHF	0
4232-JGKIY	1
6877-TJMBR	0
1183-CANVH	1
1784-EZDKJ	2
8309-PPCED	2
1051-EQPZR	1
0810-DHDBD	2
3655-SNQYZ	2
4332-MUOEZ	1
5389-FFVKB	0
7133-VBDCG	0
7841-TZDMQ	0
5960-WPXQM	0
1227-UDMZR	2
3970-XGJDU	1
4231-LZUYM	1
5886-VLQVU	0
3733-LSYCE	1
7767-UXAGJ	0
6917-IAYHD	1
3280-MRDOF	0
6457-USBER	0
9357-UJRUN	1
9572-MTILT	2
7450-NWRTR	0
4283-IVYCI	0
2867-UIMSS	0
7803-XOCCZ	2
7615-ESMYF	0
6614-VBEGU	1
4718-WXBGI	2
3108-PCCGG	2
9057-SIHCH	0
3752-CQSJI	1
0354-VXMJC	1
9800-ONTFE	1
3665-JATSN	1
2067-QYTCF	2
8563-IIOXK	0
3212-KXOCR	1
0637-YLETY	0
3957-LXOLK	0
1116-DXXDF	2
5795-BKOYE	2
1536-HBSWP	1
5360-LJCNJ	2
9541-ZPSEA	2
7209-JCUDS	0
2150-WLKUW	1
2753-JMMCV	2
7674-YTAFD	0
9824-BEMCV	0
2364-UFROM	0
5345-BMKWB	1
3192-NQECA	2
2081-KJSQF	1
2439-LYPMQ	2
6250-CGGUN	2
9084-OAYKL	1
6124-ACRHJ	1
5915-ANOEI	2
3726-TBHQT	2
6942-LBFDP	1
8812-ZRHFP	0
3138-BKYAV	0
6762-NSODU	1
4211-MMAZN	0
0308-IVGOK	1
1304-BCCFO	0
0788-DXBFY	1
7248-VZQLC	0
7623-TRNQN	0
8563-OYMQY	1
3400-ESFUW	0
0748-RDGGM	2
6416-JNVRK	1
8727-XDPUD	1
6821-BUXUX	0
8280-MQRQN	0
7267-FRMJW	1
6894-LFHLY	0
1106-HRLKZ	1
8290-YWKHZ	0
3930-ZGWVE	1
7089-XXAYG	1
4640-UHDOS	0
1346-UFHAX	0
6437-UDQJM	2
2115-BFTIW	0
1494-EJZDW	1
1766-GKNMI	0
8755-IWJHN	2
8961-QDZZJ	2
2636-OHFMN	0
3955-JBZZM	0
9158-VCTQB	0
6719-OXYBR	0
1837-YQUCE	2
1328-EUZHC	1
3398-FSHON	0
3714-JTVOV	0
9927-DSWDF	0
2754-XBHTB	0
5248-YGIJN	2
3298-QEICA	1
0234-TEVTT	1
6581-NQCBA	0
3717-FDJFU	1
9050-QLROH	0
7153-OANIO	0
1960-UYCNN	1
4694-PHWFW	1
6651-AZVTJ	2
4846-WHAFZ	0
1498-DQNRX	1
3926-YZVVX	1
4324-AHJKS	1
1447-GIQMR	0
9873-MNDKV	1
2316-ESMLS	1
2580-ASVVY	1
5760-WRAHC	1
4065-JJAVA	1
1156-ZFYDO	1
3034-ZBEQN	0
3050-RLLXC	2
7240-FQLHE	0
7831-QGOXH	0
2538-OIMXF	1
4957-SREEC	1
1047-RNXZV	1
6180-YBIQI	1
5294-CDGWY	0
5057-LCOUI	0
7976-CICYS	1
8267-KFGYD	1
7721-DVEKZ	1
7426-RHZGU	0
2330-PQGDQ	2
0052-YNYOT	1
1965-DDBWU	0
7463-IFMQU	1
8097-VBQTZ	2
3992-YWPKO	0
9574-BOSMD	1
8292-ITGYJ	1
0412-UCCNP	2
4641-FROLU	1
1088-CNNKB	2
5383-MMTWC	0
8086-OVPWV	0
1098-TDVUQ	1
5027-QPKTE	0
4546-FOKWR	1
9750-BOOHV	1
7927-AUXBZ	0
5811-IWXYM	2
8605-ITULD	1
9432-RUVSL	2
5451-MHQOF	1
0420-HLGXF	2
3580-GICBM	1
8034-RYTVV	2
0230-UBYPQ	1
9540-JYROE	0
6776-TLWOI	0
3130-ICDUP	1
0970-ETWGE	0
8017-UVSZU	1
4188-FRABG	2
2929-ERCFZ	0
5108-ADXWO	0
8035-BUYVG	0
0784-GTUUK	1
6518-LGAOV	0
8663-UPDGF	1
4847-TAJYI	0
8714-EUHJO	0
4710-FDUIZ	2
0617-FHSGK	0
4826-TZEVA	0
6656-JWRQX	1
8178-EYZUO	0
0825-CPPQH	1
8606-OEGQZ	1
2013-SGDXK	0
6439-GTPCA	0
5298-GSTLM	2
2828-SLQPF	1
7404-JLKQG	0
3870-SPZSI	2
7470-DYNOE	2
6754-LZUKA	2
7396-VJUZB	1
1657-DYMBM	1
2800-VEQXM	1
1555-DJEQW	2
8051-HJRLT	0
3244-DCJWY	0
0623-GDISB	1
5201-FRKKS	1
7730-IUTDZ	0
1814-DKOLC	1
1792-UXAFY	0
5063-IUOKK	1
0567-GGCAC	0
3372-CDXFJ	1
6538-POCHL	1
7964-YESJC	1
7410-OIEDU	1
9314-IJWSQ	0
0848-SOMKO	2
9495-SKLKD	2
9555-SAHUZ	1
8857-CUPFQ	1
2410-CIYFZ	0
5472-CVMDX	2
2977-CEBSX	2
6013-BHCAW	2
8739-XNIKG	0
4647-MUZON	1
6288-CHQJB	2
4307-KTUMW	2
4572-DVCGN	0
0533-BNWKF	2
0702-PGIBZ	0
6645-MXQJT	1
1544-JJMYL	0
0308-GIQJT	2
1535-VTJOQ	1
5539-HIVAK	1
7707-PYBBH	1
7876-BEUTG	1
5781-BKHOP	2
5067-XJQFU	2
4146-SVFUD	1
7349-ALMUX	1
1196-AMORA	0
3451-VAWLI	1
3533-UVMOM	2
4660-IRIBM	1
1574-DYCWE	1
4587-NUKOX	0
2240-HSJQD	1
4983-CCWMC	1
9309-BZGNT	1
3733-ZEECP	1
2621-UDNLU	1
0617-AQNWT	2
4737-HOBAX	2
3279-DYZQM	1
1767-TGTKO	1
5813-UECBU	0
0549-CYCQN	2
9036-CSKBW	2
3774-VBNXY	1
0224-NIJLP	1
5373-SFODM	0
3320-VEOYC	0
9518-XXBXE	1
0924-BJCRC	2
4742-TXUEX	1
1038-RQOST	1
5743-KHMNA	1
9117-SHLZX	0
7279-NMVJC	1
0201-MIBOL	2
8441-SHIPE	1
2257-BOVXD	1
5061-PBXFW	1
7055-HNEOJ	1
2277-DJJDL	2
6233-HXJMX	2
9378-FXTIZ	2
2968-SSGAA	0
7109-MFBYV	0
5028-HTLJB	0
7916-VCCPB	1
9779-DPNEJ	1
2592-HODOV	1
8207-DMRVL	2
1930-WNXSB	2
2378-YIZKA	2
1555-HAPSU	1
1582-RAFML	0
1777-JYQPJ	0
2171-UDMFD	1
4450-DLLMH	1
2955-BJZHG	0
0822-GAVAP	0
7636-OWBPG	1
3519-ZKXGG	0
6727-IOTLZ	0
8562-GHPPI	1
0953-LGOVU	1
8058-INTPH	0
0529-ONKER	0
6050-FFXES	2
6741-EGCBI	0
8800-ZKRFW	2
2176-OSJUV	2
6164-HXUGH	1
6705-LXORM	1
5859-HZYLF	1
3766-EJLFL	2
3858-XHYJO	2
7008-LZVOZ	1
7521-YXVZY	1
9681-OXGVC	0
4282-ACRXS	1
2851-STERV	1
4489-SNOJF	0
4203-QGNZA	1
8150-QUDFX	1
0419-YAAPX	2
8388-DMKAE	1
2824-MYYBN	1
5565-FILXA	0
0093-XWZFY	0
4369-HTUIF	0
8806-EAGWC	0
6651-RLGGM	1
5117-IFGPS	0
0017-IUDMW	2
3977-QCRSL	1
5583-SXDAG	0
3096-YXENJ	2
5066-GFJMM	1
8096-LOIST	1
2372-HWUHI	0
5049-GLYVG	0
8807-OPMBM	1
1073-XXCZD	1
9039-RBEEE	0
6134-KWTBV	1
0670-KDOMA	1
3439-GVUSX	0
9944-AEXBM	1
6506-EYCNH	1
1852-XEMDW	1
5671-RQRLP	2
2845-KDHVX	2
4290-BSXUX	0
5499-ECUTN	1
5816-JMLGY	2
4652-ODEVH	1
5590-YRFJT	0
1346-PJWTK	2
4361-FEBGN	1
7951-VRDVK	2
1670-SVOWZ	0
8212-DJRCH	0
2160-GPFXD	2
5480-HPRRX	0
1832-PEUTS	2
8161-QYMTT	1
6961-VCPMC	2
3550-SAHFP	0
2911-UREFD	0
3096-JRDSO	0
6103-BOCOU	1
8263-OKETD	1
8182-BJDSI	0
9512-PHSMG	1
9351-LZYGF	1
0237-YFUTL	2
8414-MYSHR	0
1813-JLKWR	1
9474-PHLYD	0
6652-YFFJO	1
5762-TJXGK	1
6725-TPKJO	1
2651-ZCBXV	2
3737-GCSPV	0
5498-IBWPI	2
7814-LEEVE	1
2710-WYVXG	1
3865-ZYKAD	2
8760-ZRHKE	2
4130-MZLCC	0
7245-NIIWQ	1
6358-LYNGM	0
3946-JEWRQ	2
5995-WWKKG	1
0533-UCAAU	2
3039-MJSLN	1
3211-AAPKX	0
3761-FLYZI	2
8774-GSBUN	1
3458-IDMFK	1
1618-CFHME	0
1696-MZVAU	1
8132-YPVBX	0
5168-MSWXT	1
6711-FLDFB	0
8374-XGEJJ	2
9839-ETQOE	0
8017-LXHFA	0
7729-JTEEC	1
3295-YVUSR	0
3776-EKTKM	0
1113-IUJYX	0
0895-LMRSF	1
6609-MXJHJ	1
7881-INRLC	2
1442-OKRJE	2
6848-HJTXY	1
4277-UDIEF	0
4818-DRBQT	0
9553-DLCLU	1
7530-HDYDS	0
5176-LDKUH	2
8266-VBFQL	1
5206-XZZQI	2
1212-GLHMD	1
0178-SZBHO	2
3481-JHUZH	2
1872-EBWSC	1
0439-IFYUN	1
1834-WULEG	1
9248-OJYKK	0
1474-JUWSM	2
6583-KQJLK	0
0254-FNMCI	2
7908-QCBCA	0
1169-WCVAK	0
9948-YPTDG	0
1092-WPIVQ	1
6351-SCJKT	1
5198-HQAEN	2
4237-RLAQD	0
3179-GBRWV	1
1991-VOPLL	1
1452-UZOSF	2
3540-RZJYU	0
8868-GAGIO	2
1078-TDCRN	1
9046-DQMTP	1
2208-NKVVH	1
4285-GYRQC	0
5321-NTRKC	2
4373-VVHQL	1
6221-AVQYL	0
5982-XMDEX	1
2408-TZMJL	2
1958-RNRKS	1
8950-MTZNV	1
5899-OUVKV	2
8550-XSXUQ	2
4522-XRWWI	2
0902-XKXPN	1
2888-ADFAO	1
7762-ONLJY	1
4837-PZTIC	1
0415-MOSGF	0
8631-XVRZL	1
9919-FZDED	2
2718-YSKCS	1
6345-FZOQH	1
7740-KKCXF	1
1251-STYSZ	1
0866-QLSIR	0
0607-MVMGC	2
5375-XLDOF	2
8023-QHAIO	2
9786-IJYDL	2
9620-ENEJV	0
6859-RKMZJ	1
5299-SJCZT	0
0895-UADGO	1
2451-YMUXS	2
0337-CNPZE	2
6036-TTFYU	1
2187-LZGPL	0
5641-DMBFJ	2
6585-WCEWR	1
7445-WMRBW	2
4198-VFOEA	1
4781-ZXYGU	1
5989-OMNJE	1
9661-ACXBS	0
7382-DFJTU	1
1895-QTKDO	1
6370-ZVHDV	1
5339-PXDVH	0
1784-BXEFA	1
3806-DXQOM	0
2239-CGBUZ	2
1217-VASWC	2
2400-XIWIO	2
9317-WZPGV	0
2580-ATZSQ	2
6734-CKRSM	1
7137-NAXML	1
5688-KZTSN	0
9495-REDIY	1
4439-YRNVD	1
